"vehicleType",batteryVoltage,engineCoolantTemperature,engineSpeed,lateralGForce,longitudeGForce,speed,verticalGForce
"2014 Chevrolet Corvette","14.621",105,4022,"0.39","-0.01",64,"-0.17"
"2011 Ford Mustang GT500","13.672",92,2799,"0.91","-0.55",45,"-2.0"
"2015 Porsche GT3","14.289",90,4461,"0.2","0.52",64,"-2.0"
"2013 Audi RS5","13.84",8,4542,"0.66","-0.73",35,"0.66"
"2013 Audi RS5","13.837",95,5889,"0.72","-0.61",65,"0.83"
"2013 Audi RS5","13.84",8,5083,"0.85","-0.86",39,"0.66"
"2014 Chevrolet Corvette","14.859",106,4618,"0.43","0.6",82,"-0.17"
"2013 Audi RS5","13.84",8,5590,"0.77","-0.89",43,"0.58"
"2011 Ferrari 458","13.983",84,3521,"0.93","-0.01",54,"-0.34"
"2011 Ford Mustang GT500","13.664",88,1690,"0.95","0.04",20,"-2.0"
"2013 Audi RS5","13.821",32,6142,"0.76","-0.97",47,"0.58"
"2014 Chevrolet Corvette","14.637",104,3552,"0.35","0.75",57,"-0.17"
"2011 Ferrari 458","13.958",85,5197,"0.82","-0.07",97,"0.21"
"2011 Ford Mustang GT500","13.682",96,4212,"0.98","0.61",90,"-2.0"
"2013 Audi RS5","13.821",32,8077,"0.98","-0.8",62,"0.66"
"2014 Chevrolet Corvette","14.637",104,3443,"0.4","0.69",55,"-0.17"
"2013 Audi RS5","13.821",32,6213,"0.96","-0.13",69,"0.63"
"2014 Chevrolet Corvette","14.845",106,4565,"0.18","0.3",72,"-0.17"
"2013 Audi RS5","13.821",32,6305,"0.66","0.37",70,"0.77"
"2014 Chevrolet Corvette","14.637",104,3526,"0.39","0.8",55,"-0.17"
"2013 Audi RS5","13.821",32,6446,"0.57","0.63",72,"0.59"
"2008 BMW M3","13.837",88,5239,"0.15","-0.94",64,"0.91"
"2013 Audi RS5","13.821",32,6530,"0.57","0.04",73,"0.51"
"2014 Chevrolet Corvette","14.637",104,3689,"0.68","0.7",60,"-0.17"
"2013 Audi RS5","13.821",32,6524,"0.66","-0.53",72,"0.96"
"2011 Ford Mustang GT500","13.732",95,5384,"0.9","-0.16",89,"-2.0"
"2014 Chevrolet Corvette","14.659",104,3849,"0.5","0.75",62,"-0.17"
"2008 BMW M3","13.866",82,5009,"-0.15","-1.07",62,"-0.43"
"2014 Chevrolet Corvette","14.49",100,1060,"0.53","-0.1",8,"-0.17"
"2011 Ford Mustang GT500","13.617",98,4633,"0.81","0.72",100,"-2.0"
"2011 Ferrari 458","13.925",86,2500,"0.96","0.02",18,"-0.02"
"2013 Audi RS5","13.772",95,5924,"0.58","0.69",65,"0.8"
"2014 Chevrolet Corvette","14.659",104,4699,"0.92","0.42",68,"-0.17"
"2014 Chevrolet Corvette","14.777",104,4314,"0.46","0.52",69,"-0.17"
"2011 Ford Mustang GT500","13.711",92,5204,"1.07","0.25",80,"-2.0"
"2013 Audi RS5","13.772",95,6451,"0.6","-0.55",72,"0.57"
"2013 Audi RS5","13.938",93,6105,"0.85","0.3",91,"0.84"
"2013 Audi RS5","13.772",95,6547,"0.73","-0.9",73,"0.78"
"2008 BMW M3","13.84",85,4022,"-0.16","-1.04",34,"-0.95"
"2015 Porsche GT3","13.988",90,6093,"0.19","-0.09",108,"-2.0"
"2014 Chevrolet Corvette","14.659",104,4091,"0.7","0.15",95,"-0.17"
"2014 Chevrolet Corvette","14.622",105,4202,"0.46","-0.03",98,"-0.17"
"2013 Audi RS5","13.835",93,7324,"0.79","-0.65",81,"0.5"
"2014 Chevrolet Corvette","14.622",105,4202,"0.45","0.0",96,"-0.17"
"2008 BMW M3","13.866",82,5492,"0.08","-1.02",68,"0.23"
"2014 Chevrolet Corvette","14.622",105,3883,"-0.2","-0.04",86,"-0.17"
"2008 BMW M3","13.808",78,4302,"-0.04","-1.0",71,"0.06"
"2014 Chevrolet Corvette","14.622",105,2931,"-0.36","-0.03",65,"-0.17"
"2013 Audi RS5","13.835",93,6265,"0.65","0.71",93,"0.92"
"2014 Chevrolet Corvette","14.622",105,2822,"-0.27","-0.54",42,"-0.17"
"2013 Audi RS5","13.835",93,6117,"0.55","0.65",91,"0.81"
"2014 Chevrolet Corvette","14.622",105,2381,"0.5","-1.08",38,"-0.17"
"2013 Audi RS5","13.835",93,5978,"0.66","0.82",88,"0.97"
"2008 BMW M3","13.87",84,4457,"0.0","-1.02",55,"0.14"
"2013 Audi RS5","13.835",93,5914,"0.47","0.63",88,"0.73"
"2013 Audi RS5","13.835",93,5969,"0.9","0.53",89,"0.66"
"2008 BMW M3","13.801",87,4890,"0.3","-0.98",60,"-0.03"
"2014 Chevrolet Corvette","14.528",104,4531,"0.22","0.01",72,"-0.17"
"2014 Chevrolet Corvette","14.609",105,2380,"0.63","-0.73",38,"-0.17"
"2013 Audi RS5","13.918",93,4780,"0.61","-0.58",71,"0.88"
"2011 Ferrari 458","13.881",68,1359,"1.0","0.07",6,"-0.09"
"2014 Chevrolet Corvette","14.544",103,4959,"0.56","0.54",79,"-0.17"
"2014 Chevrolet Corvette","14.696",105,3090,"0.65","-0.75",50,"-0.17"
"2013 Audi RS5","13.918",93,5156,"0.81","-0.86",77,"0.63"
"2014 Chevrolet Corvette","14.609",105,3340,"0.73","-0.71",54,"-0.17"
"2014 Chevrolet Corvette","14.474",104,4268,"0.47","-0.55",68,"-0.17"
"2008 BMW M3","13.854",83,2384,"0.32","-0.99",29,"-0.12"
"2008 BMW M3","13.86",83,4434,"0.31","-0.98",54,"0.03"
"2014 Chevrolet Corvette","14.703",104,3682,"0.53","-0.44",59,"-0.17"
"2014 Chevrolet Corvette","14.713",104,2482,"0.61","-0.93",39,"-0.17"
"2014 Chevrolet Corvette","14.609",105,3948,"0.62","0.1",64,"-0.17"
"2014 Chevrolet Corvette","14.609",105,4275,"0.56","0.42",69,"-0.17"
"2014 Chevrolet Corvette","14.87",96,910,"0.51","-0.21",6,"-0.17"
"2015 Porsche GT3","14.03",91,6187,"-0.43","-0.68",72,"-2.0"
"2013 Audi RS5","13.868",95,6326,"0.54","0.05",93,"0.8"
"2014 Chevrolet Corvette","14.622",105,4475,"0.49","-0.25",72,"-0.17"
"2013 Audi RS5","13.868",95,5725,"0.28","0.19",85,"1.2"
"2011 Ford Mustang GT500","13.574",97,3547,"0.89","-0.53",59,"-2.0"
"2011 Ferrari 458","13.906",83,2503,"1.02","0.02",57,"-0.09"
"2013 Audi RS5","13.938",1,7692,"1.05","-0.59",60,"0.68"
"2008 BMW M3","13.88",84,4914,"0.19","-0.95",60,"-0.25"
"2014 Chevrolet Corvette","14.622",105,4301,"0.43","0.65",71,"-0.17"
"2015 Porsche GT3","13.823",89,3907,"-0.49","-0.35",57,"-2.0"
"2014 Chevrolet Corvette","14.622",105,4301,"0.43","0.77",68,"-0.17"
"2013 Audi RS5","13.868",95,4739,"0.3","-0.28",40,"1.02"
"2014 Chevrolet Corvette","14.622",105,4272,"0.57","0.74",69,"-0.17"
"2013 Audi RS5","13.868",95,4444,"0.4","-0.95",34,"0.83"
"2014 Chevrolet Corvette","14.622",105,4353,"0.46","-0.13",70,"-0.17"
"2014 Chevrolet Corvette","14.641",104,4324,"0.46","-0.79",69,"-0.17"
"2014 Chevrolet Corvette","14.641",104,4355,"0.53","-0.56",69,"-0.17"
"2011 Ferrari 458","14.003",83,2624,"0.99","-0.04",60,"-0.03"
"2014 Chevrolet Corvette","14.641",104,4355,"0.59","-0.4",70,"-0.17"
"2013 Audi RS5","13.919",7,4361,"0.71","-0.93",34,"0.73"
"2014 Chevrolet Corvette","14.641",104,4560,"0.64","-0.46",74,"-0.17"
"2013 Audi RS5","13.919",7,4881,"0.73","-0.94",37,"0.68"
"2014 Chevrolet Corvette","14.492",104,4782,"0.47","-0.77",77,"-0.17"
"2013 Audi RS5","13.919",7,5864,"0.93","-0.79",43,"0.44"
"2014 Chevrolet Corvette","14.641",104,3581,"0.62","0.32",83,"-0.17"
"2013 Audi RS5","13.919",7,6865,"0.92","-0.78",54,"0.46"
"2014 Chevrolet Corvette","14.641",104,3686,"0.57","0.66",85,"-0.17"
"2013 Audi RS5","13.919",7,7712,"0.97","-0.22",61,"0.48"
"2013 Audi RS5","13.919",7,6112,"0.85","-0.1",69,"0.48"
"2008 BMW M3","13.901",89,1670,"-0.31","-1.02",57,"-0.11"
"2015 Porsche GT3","14.046",90,5027,"-0.52","0.83",86,"-2.0"
"2013 Audi RS5","13.932",94,7911,"0.84","0.54",88,"0.52"
"2014 Chevrolet Corvette","14.656",103,3698,"0.45","0.6",85,"-0.17"
"2013 Audi RS5","13.932",94,6137,"0.86","0.87",91,"0.64"
"2014 Chevrolet Corvette","14.656",103,3698,"0.45","0.46",85,"-0.17"
"2011 Ferrari 458","14.067",84,2932,"0.98","-0.01",67,"-0.04"
"2014 Chevrolet Corvette","14.656",103,3705,"0.44","0.73",85,"-0.17"
"2013 Audi RS5","13.932",94,6270,"0.58","0.15",93,"0.83"
"2014 Chevrolet Corvette","14.656",103,3659,"0.41","0.52",83,"-0.17"
"2015 Porsche GT3","14.021",90,5261,"-0.32","0.72",97,"-2.0"
"2014 Chevrolet Corvette","14.668",105,5264,"0.57","0.38",86,"-0.17"
"2015 Porsche GT3","13.825",89,4892,"0.6","0.53",77,"-2.0"
"2011 Ford Mustang GT500","13.706",102,4844,"1.1","-0.04",80,"-2.0"
"2011 Ferrari 458","13.64",87,1750,"1.02","0.08",39,"-0.18"
"2013 Audi RS5","13.991",96,4806,"0.68","0.02",95,"0.95"
"2015 Porsche GT3","14.074",87,2799,"0.1","0.14",22,"-2.0"
"2008 BMW M3","13.83",86,2773,"0.2","-1.09",33,"-0.75"
"2014 Chevrolet Corvette","14.653",102,3438,"0.56","-0.56",79,"-0.17"
"2011 Ford Mustang GT500","13.843",93,2852,"0.72","-1.03",46,"-2.0"
"2014 Chevrolet Corvette","14.653",102,3608,"0.66","-0.5",83,"-0.17"
"2013 Audi RS5","13.886",,5910,"0.73","0.73",88,"0.88"
"2014 Chevrolet Corvette","14.653",102,3823,"0.66","-0.27",88,"-0.17"
"2013 Audi RS5","13.886",,5782,"0.68","0.69",85,"0.85"
"2014 Chevrolet Corvette","14.653",102,4007,"0.76","-0.03",88,"-0.17"
"2013 Audi RS5","13.886",,5537,"0.56","0.73",82,"0.74"
"2014 Chevrolet Corvette","14.653",102,4007,"0.27","0.1",92,"-0.17"
"2008 BMW M3","13.791",83,1945,"0.08","-1.02",24,"-0.2"
"2014 Chevrolet Corvette","14.653",102,3974,"0.43","0.09",91,"-0.17"
"2013 Audi RS5","13.886",,4955,"0.52","0.85",73,"0.8"
"2014 Chevrolet Corvette","14.653",102,3794,"-0.04","0.0",85,"-0.17"
"2013 Audi RS5","13.886",,4614,"0.59","0.63",68,"0.82"
"2013 Audi RS5","13.886",,5270,"0.33","0.56",58,"0.89"
"2014 Chevrolet Corvette","14.503",99,1544,"0.59","-0.1",16,"-0.17"
"2014 Chevrolet Corvette","14.62",102,2977,"0.0","-0.57",45,"-0.17"
"2011 Ferrari 458","13.658",88,1490,"0.98","0.01",10,"-0.08"
"2014 Chevrolet Corvette","14.62",102,2977,"0.48","-0.99",33,"-0.17"
"2013 Audi RS5","13.808",93,5943,"0.8","-0.44",88,"0.61"
"2011 Ford Mustang GT500","13.685",87,1134,"0.91","-0.01",2,"-2.0"
"2013 Audi RS5","13.794",6,6213,"0.86","-0.7",49,"0.54"
"2014 Chevrolet Corvette","14.62",102,3418,"0.59","-0.93",37,"-0.17"
"2013 Audi RS5","13.794",6,7022,"0.73","-0.87",54,"0.64"
"2013 Audi RS5","13.794",6,5343,"0.85","-0.6",59,"0.49"
"2014 Chevrolet Corvette","14.62",102,3641,"0.6","-0.75",41,"-0.17"
"2011 Ford Mustang GT500","13.758",108,5440,"0.83","-0.26",90,"-2.0"
"2014 Chevrolet Corvette","14.62",102,4124,"0.62","-0.67",47,"-0.17"
"2013 Audi RS5","13.794",6,6213,"0.86","-0.43",70,"0.52"
"2013 Audi RS5","13.83",16,6648,"0.82","-0.87",73,"0.57"
"2015 Porsche GT3","14.214",91,5856,"0.55","0.02",88,"-2.0"
"2014 Chevrolet Corvette","14.637",106,4124,"0.85","-0.45",47,"-0.17"
"2013 Audi RS5","13.922",6,5309,"0.27","0.03",62,"1.18"
"2014 Chevrolet Corvette","14.637",106,5854,"0.91","-0.19",47,"-0.17"
"2013 Audi RS5","13.922",6,5355,"0.68","0.89",59,"1.01"
"2014 Chevrolet Corvette","14.819",102,3149,"0.74","-0.5",51,"-0.17"
"2013 Audi RS5","13.922",6,5368,"0.91","1.05",60,"0.93"
"2011 Ford Mustang GT500","14.016",97,4309,"0.82","-0.71",72,"-2.0"
"2013 Audi RS5","13.922",6,5399,"0.88","0.9",60,"0.75"
"2014 Chevrolet Corvette","14.906",102,3202,"0.55","-0.46",51,"-0.17"
"2014 Chevrolet Corvette","14.637",104,3526,"0.39","0.8",55,"-0.17"
"2011 Ford Mustang GT500","13.991",96,4777,"0.82","0.88",78,"-2.0"
"2014 Chevrolet Corvette","14.637",106,5245,"0.59","0.56",85,"-0.17"
"2011 Ford Mustang GT500","13.633",87,1042,"0.91","0.03",3,"-2.0"
"2013 Audi RS5","13.922",6,4975,"0.56","-0.67",56,"0.7"
"2013 Audi RS5","13.867",19,6830,"0.86","-0.2",77,"0.51"
"2008 BMW M3","13.911",86,4897,"-0.02","-0.86",60,"-0.06"
"2014 Chevrolet Corvette","14.637",106,5807,"0.69","0.37",90,"-0.17"
"2011 Ford Mustang GT500","13.633",87,1067,"0.93","0.05",3,"-2.0"
"2014 Chevrolet Corvette","14.61",106,5807,"0.6","0.23",95,"-0.17"
"2011 Ferrari 458","13.886",85,3689,"1.19","0.53",45,"-0.2"
"2014 Chevrolet Corvette","14.61",106,5461,"0.52","-0.03",97,"-0.17"
"2015 Porsche GT3","14.021",88,5501,"-0.43","-0.35",63,"-2.0"
"2014 Chevrolet Corvette","14.61",106,4187,"0.46","0.38",96,"-0.17"
"2013 Audi RS5","13.857",9,5684,"0.73","-0.39",64,"0.45"
"2011 Ford Mustang GT500","13.7",87,738,"1.01","0.09",4,"-2.0"
"2014 Chevrolet Corvette","14.61",106,4119,"0.36","0.8",94,"-0.17"
"2013 Audi RS5","13.857",9,6157,"0.39","-0.21",68,"0.59"
"2011 Ferrari 458","13.781",90,4561,"1.06","-0.01",32,"0.03"
"2014 Chevrolet Corvette","14.61",106,4047,"0.45","0.79",92,"-0.17"
"2014 Chevrolet Corvette","14.822",104,2691,"0.63","-0.87",44,"-0.17"
"2014 Chevrolet Corvette","14.845",103,3293,"0.41","-0.6",54,"-0.17"
"2014 Chevrolet Corvette","14.61",106,3948,"0.55","0.67",92,"-0.17"
"2013 Audi RS5","13.857",9,4046,"0.23","0.0",44,"1.23"
"2011 Ford Mustang GT500","13.7",87,876,"1.0","0.04",4,"-2.0"
"2014 Chevrolet Corvette","14.61",106,3948,"0.49","0.75",90,"-0.17"
"2013 Audi RS5","13.857",9,5076,"0.47","-0.15",39,"0.91"
"2015 Porsche GT3","14.212",90,5518,"-0.81","-0.63",82,"-2.0"
"2014 Chevrolet Corvette","14.679",104,3381,"0.52","0.86",77,"-0.17"
"2013 Audi RS5","13.857",9,5021,"0.65","-0.8",39,"0.66"
"2011 Ford Mustang GT500","13.7",87,1146,"0.91","0.09",8,"-2.0"
"2013 Audi RS5","13.971",10,5380,"0.58","-0.94",42,"0.56"
"2014 Chevrolet Corvette","14.71",104,3841,"0.27","-0.05",60,"-0.17"
"2008 BMW M3","13.872",78,2174,"-0.07","-1.1",34,"-1.01"
"2011 Ferrari 458","13.773",84,3606,"0.99","0.0",34,"0.11"
"2015 Porsche GT3","14.217",91,5199,"-0.77","-0.35",75,"-2.0"
"2014 Chevrolet Corvette","14.488",105,4155,"0.77","-0.31",60,"-0.17"
"2013 Audi RS5","13.971",10,7313,"0.91","-0.45",57,"0.41"
"2011 Ford Mustang GT500","13.685",87,823,"0.96","0.05",6,"-2.0"
"2014 Chevrolet Corvette","14.651",106,3122,"0.09","0.23",70,"-0.17"
"2015 Porsche GT3","14.0",90,5003,"-0.33","0.82",86,"-2.0"
"2011 Ford Mustang GT500","13.685",87,889,"0.87","-0.03",1,"-2.0"
"2014 Chevrolet Corvette","14.651",106,3122,"0.33","-0.7",57,"-0.17"
"2013 Audi RS5","13.971",10,6364,"0.79","-0.29",73,"0.92"
"2014 Chevrolet Corvette","14.651",106,3275,"0.48","-0.81",52,"-0.17"
"2013 Audi RS5","13.971",10,6675,"0.72","-0.45",74,"0.71"
"2014 Chevrolet Corvette","14.651",106,3107,"0.54","-0.79",49,"-0.17"
"2011 Ferrari 458","14.062",85,5211,"1.03","-0.48",80,"0.1"
"2011 Ford Mustang GT500","13.685",87,1134,"0.91","-0.01",2,"-2.0"
"2014 Chevrolet Corvette","14.651",106,3177,"0.65","-0.72",51,"-0.17"
"2015 Porsche GT3","13.906",90,6195,"0.0","0.58",75,"-2.0"
"2011 Ford Mustang GT500","13.685",87,763,"1.03","-0.04",1,"-2.0"
"2014 Chevrolet Corvette","14.669",105,3457,"0.71","-0.61",57,"-0.17"
"2011 Ferrari 458","13.866",85,3656,"0.95","0.12",59,"-0.36"
"2013 Audi RS5","13.779",95,6732,"0.84","-1.14",75,"0.77"
"2014 Chevrolet Corvette","14.669",105,3932,"0.68","-0.34",65,"-0.17"
"2013 Audi RS5","13.779",95,7085,"1.0","-0.68",79,"0.75"
"2014 Chevrolet Corvette","14.669",105,4393,"0.59","-0.39",71,"-0.17"
"2011 Ford Mustang GT500","13.862",100,3894,"1.0","-0.68",64,"-2.0"
"2015 Porsche GT3","14.146",81,740,"-0.05","0.04",3,"-2.0"
"2014 Chevrolet Corvette","14.669",105,4623,"0.5","-0.21",74,"-0.17"
"2015 Porsche GT3","14.035",88,7595,"0.71","-0.02",86,"-2.0"
"2014 Chevrolet Corvette","14.669",105,4421,"0.01","-0.01",68,"-0.17"
"2013 Audi RS5","13.779",95,4981,"0.33","-0.02",74,"0.61"
"2011 Ford Mustang GT500","13.734",83,3561,"0.93","-0.02",47,"-2.0"
"2013 Audi RS5","13.779",95,5307,"0.2","-0.02",62,"0.99"
"2011 Ferrari 458","14.015",87,3968,"0.91","0.61",39,"-0.24"
"2011 Ferrari 458","14.078",84,3230,"0.96","-0.06",73,"-0.04"
"2013 Audi RS5","13.779",95,5114,"0.61","0.79",57,"0.86"
"2013 Audi RS5","13.837",96,5054,"0.54","1.04",55,"0.84"
"2013 Audi RS5","13.837",96,5246,"0.61","0.77",58,"0.79"
"2013 Audi RS5","13.826",,4657,"0.21","0.34",67,"0.96"
"2013 Audi RS5","13.831",96,4648,"-0.12","0.12",64,"1.51"
"2014 Chevrolet Corvette","14.656",105,3899,"0.65","0.51",62,"-0.17"
"2015 Porsche GT3","13.891",91,4781,"-0.25","-0.26",70,"-2.0"
"2014 Chevrolet Corvette","14.656",105,3695,"0.39","-0.68",59,"-0.17"
"2013 Audi RS5","13.837",96,5758,"0.72","0.95",64,"0.67"
"2014 Chevrolet Corvette","14.656",105,3374,"0.39","-0.68",53,"-0.17"
"2013 Audi RS5","13.837",96,6016,"1.09","1.13",68,"1.07"
"2014 Chevrolet Corvette","14.38",99,852,"0.53","-0.07",9,"-0.17"
"2013 Audi RS5","13.837",96,6305,"0.84","1.05",70,"0.69"
"2014 Chevrolet Corvette","14.656",105,3230,"0.62","-0.28",52,"-0.17"
"2013 Audi RS5","13.837",96,6735,"0.93","1.11",75,"0.6"
"2014 Chevrolet Corvette","14.656",105,3798,"0.54","-0.15",52,"-0.17"
"2014 Chevrolet Corvette","14.656",105,3798,"0.48","-0.05",62,"-0.17"
"2011 Ferrari 458","13.856",87,4655,"0.74","-0.29",57,"-0.52"
"2014 Chevrolet Corvette","14.628",105,3442,"-0.19","-0.06",53,"-0.17"
"2013 Audi RS5","13.841",29,7088,"0.88","0.67",79,"0.57"
"2011 Ford Mustang GT500","13.991",96,4619,"1.19","0.51",102,"-2.0"
"2013 Audi RS5","13.841",29,7414,"0.95","0.47",84,"0.59"
"2014 Chevrolet Corvette","14.628",105,2557,"0.49","-0.86",41,"-0.17"
"2013 Audi RS5","13.841",29,7865,"0.88","0.35",88,"0.6"
"2013 Audi RS5","13.979",44,4359,"0.74","-0.79",34,"0.65"
"2013 Audi RS5","13.841",29,8228,"0.81","0.27",92,"0.55"
"2011 Ferrari 458","14.052",84,3062,"0.98","-0.05",70,"-0.07"
"2013 Audi RS5","13.841",29,6602,"0.7","0.28",98,"0.46"
"2014 Chevrolet Corvette","14.625",105,3905,"0.46","0.98",62,"-0.17"
"2013 Audi RS5","13.841",29,6830,"0.95","0.14",101,"0.68"
"2014 Chevrolet Corvette","14.628",105,3673,"0.65","-0.25",62,"-0.17"
"2015 Porsche GT3","14.106",89,3753,"-0.58","-0.39",42,"-2.0"
"2013 Audi RS5","13.841",29,6555,"0.38","0.02",98,"0.94"
"2008 BMW M3","13.863",82,4876,"-0.04","-0.99",60,"-0.5"
"2013 Audi RS5","13.831",97,4950,"-0.01","-0.08",61,"1.05"
"2014 Chevrolet Corvette","14.612",105,4222,"0.44","-0.53",67,"-0.17"
"2015 Porsche GT3","14.086",92,5668,"-0.48","-0.7",65,"-2.0"
"2014 Chevrolet Corvette","14.612",105,4100,"0.34","-0.58",67,"-0.17"
"2013 Audi RS5","13.831",97,3778,"0.56","-1.0",43,"0.91"
"2014 Chevrolet Corvette","14.612",105,4100,"0.34","-0.62",65,"-0.17"
"2014 Chevrolet Corvette","14.514",104,3509,"0.62","-0.83",38,"-0.17"
"2011 Ferrari 458","13.568",90,1225,"0.91","-0.05",12,"-0.23"
"2013 Audi RS5","13.831",97,5232,"0.77","-0.92",40,"0.73"
"2014 Chevrolet Corvette","14.612",105,4281,"0.61","-0.69",69,"-0.17"
"2015 Porsche GT3","14.035",90,4618,"-0.76","-0.45",52,"-2.0"
"2011 Ferrari 458","14.011",84,1998,"0.93","-0.04",45,"-0.08"
"2013 Audi RS5","13.831",97,6329,"0.88","-0.94",49,"0.53"
"2008 BMW M3","13.849",82,3943,"-0.02","-1.06",32,"-0.84"
"2013 Audi RS5","13.838",94,7078,"0.98","-1.07",55,"0.79"
"2013 Audi RS5","14.073","-2",4569,"0.6","0.79",87,"0.94"
"2013 Audi RS5","13.981","-11",1363,"0.57","0.01",5,"0.83"
"2013 Audi RS5","13.838",94,6613,"0.98","0.12",68,"0.57"
"2014 Chevrolet Corvette","14.646",104,4065,"0.3","0.01",65,"-0.17"
"2014 Chevrolet Corvette","14.855",104,3650,"0.51","-0.75",58,"-0.17"
"2014 Chevrolet Corvette","14.646",104,3881,"0.29","0.01",62,"-0.17"
"2013 Audi RS5","13.838",94,7381,"0.84","0.36",82,"0.52"
"2014 Chevrolet Corvette","14.646",104,3793,"0.4","0.59",61,"-0.17"
"2013 Audi RS5","13.838",94,6183,"0.39","-0.04",81,"0.71"
"2011 Ford Mustang GT500","13.837",87,2995,"0.71","0.05",80,"-2.0"
"2013 Audi RS5","13.838",94,5338,"0.7","-0.7",79,"1.07"
"2014 Chevrolet Corvette","14.646",104,3875,"0.49","0.89",62,"-0.17"
"2013 Audi RS5","13.838",94,5186,"0.59","-0.39",77,"0.87"
"2014 Chevrolet Corvette","14.646",104,3965,"0.51","1.01",62,"-0.17"
"2014 Chevrolet Corvette","14.939",104,3436,"0.39","0.72",55,"-0.17"
"2013 Audi RS5","13.931",2,5018,"0.53","0.52",75,"0.83"
"2014 Chevrolet Corvette","14.637",104,4102,"0.41","1.0",66,"-0.17"
"2011 Ford Mustang GT500","13.628",93,2630,"0.77","-0.85",43,"-2.0"
"2015 Porsche GT3","13.877",90,6420,"-0.2","-0.6",75,"-2.0"
"2015 Porsche GT3","13.987",90,5575,"1.03","0.53",64,"-2.0"
"2011 Ferrari 458","14.038",84,2967,"0.98","-0.01",68,"-0.07"
"2013 Audi RS5","13.931",2,4562,"0.59","-0.02",68,"0.85"
"2014 Chevrolet Corvette","14.637",104,4510,"0.57","0.82",73,"-0.17"
"2008 BMW M3","13.95",88,799,"0.09","-1.0",17,"0.06"
"2014 Chevrolet Corvette","14.637",104,4658,"0.64","0.83",73,"-0.17"
"2013 Audi RS5","13.931",2,4717,"0.78","-0.85",69,"0.65"
"2014 Chevrolet Corvette","14.703",102,1190,"0.59","-0.23",13,"-0.17"
"2013 Audi RS5","13.931",2,5664,"0.71","-0.67",72,"0.62"
"2015 Porsche GT3","14.076",85,1891,"0.16","0.07",9,"-2.0"
"2013 Audi RS5","13.931",2,6989,"0.77","-0.42",78,"0.43"
"2011 Ford Mustang GT500","13.831",91,4697,"0.77","-0.03",105,"-2.0"
"2013 Audi RS5","13.71",92,7473,"0.78","-0.42",84,"0.52"
"2013 Audi RS5","13.71",92,5882,"0.74","0.17",87,"0.82"
"2014 Chevrolet Corvette","14.624",105,5904,"0.86","0.07",96,"-0.17"
"2013 Audi RS5","13.71",92,6026,"0.85","0.71",88,"0.92"
"2014 Chevrolet Corvette","14.804",103,1175,"0.52","0.05",13,"-0.17"
"2013 Audi RS5","13.71",92,6097,"0.68","0.57",91,"0.77"
"2014 Chevrolet Corvette","14.624",105,5255,"0.7","0.09",100,"-0.17"
"2011 Ford Mustang GT500","13.617",97,3626,"0.88","0.27",56,"-2.0"
"2013 Audi RS5","14.14",102,3434,"0.61","0.0",38,"0.84"
"2013 Audi RS5","13.71",92,6090,"0.57","0.66",90,"0.79"
"2014 Chevrolet Corvette","14.624",105,4425,"-0.06","0.01",101,"-0.17"
"2011 Ford Mustang GT500","13.982",100,4274,"0.98","-0.52",70,"-2.0"
"2014 Chevrolet Corvette","14.624",105,3770,"-0.1","0.01",85,"-0.17"
"2013 Audi RS5","13.933",98,1432,"0.66","-0.01",3,"0.76"
"2014 Chevrolet Corvette","14.807",101,2145,"0.83","0.17",24,"-0.17"
"2013 Audi RS5","13.935",94,8365,"0.86","0.05",94,"0.64"
"2013 Audi RS5","13.946","-1",5361,"0.23","-0.1",85,"1.05"
"2015 Porsche GT3","14.052",90,5828,"1.14","0.72",67,"-2.0"
"2015 Porsche GT3","13.972",91,4217,"-0.07","0.02",61,"-2.0"
"2014 Chevrolet Corvette","14.67",105,2540,"0.5","-0.95",39,"-0.17"
"2013 Audi RS5","13.946","-1",5215,"0.7","-1.03",77,"0.62"
"2014 Chevrolet Corvette","14.67",105,2540,"0.62","-0.86",41,"-0.17"
"2013 Audi RS5","13.946","-1",5430,"0.77","-0.99",80,"0.57"
"2014 Chevrolet Corvette","14.67",105,2709,"0.52","-0.93",44,"-0.17"
"2015 Porsche GT3","14.103",87,6078,"-0.55","-0.58",90,"-2.0"
"2014 Chevrolet Corvette","14.67",105,2828,"0.61","-0.95",46,"-0.17"
"2011 Ford Mustang GT500","13.795",82,3088,"0.82","0.13",52,"-2.0"
"2014 Chevrolet Corvette","14.67",105,3093,"0.75","-0.84",50,"-0.17"
"2013 Audi RS5","13.946","-1",6305,"0.77","-0.22",93,"0.55"
"2014 Chevrolet Corvette","14.67",105,3456,"0.66","-0.66",56,"-0.17"
"2013 Audi RS5","13.946","-1",6437,"0.6","0.01",96,"0.67"
"2015 Porsche GT3","13.998",89,4278,"-0.82","-0.7",36,"-2.0"
"2013 Audi RS5","13.907",95,6226,"0.4","0.07",91,"1.02"
"2014 Chevrolet Corvette","14.6",105,4682,"0.66","0.21",68,"-0.17"
"2014 Chevrolet Corvette","14.677",105,3837,"0.53","-0.08",63,"-0.17"
"2013 Audi RS5","14.078",48,5188,"0.74","0.92",57,"0.84"
"2014 Chevrolet Corvette","14.677",105,4211,"0.52","0.33",68,"-0.17"
"2011 Ferrari 458","14.004",84,2819,"1.03","0.0",64,"-0.09"
