_time,ac_power,total-unhalted_core_cycles,total-instructions_retired,total-last_level_cache_references,total-memory_bus_transactions,total-cpu-utilization,total-disk-accesses,total-disk-blocks,total-disk-utilization
22:07:08 2008-Apr-22,228.0,744572748,746651549,51832446,1886815,31.77,12.62,132.04,7.77
22:07:09 2008-Apr-22,227.0,744971191,744770302,51709407,1887417,26.56,0,0,0
22:07:10 2008-Apr-22,228.0,790189203,792966183,55072662,2009505,30.19,0,0,0
22:07:11 2008-Apr-22,228.0,785573834,793692302,55100798,2010845,29.73,1.01,8.08,2.02
22:07:12 2008-Apr-22,228.0,785867614,793881287,55095028,2017126,30.29,0,0,0
22:07:13 2008-Apr-22,229.0,758934773,775066375,53785233,1973151,29.37,13.33,144.76,8
22:07:14 2008-Apr-22,228.0,846015139,903560402,55153539,2353370,33.34,0,0,0
22:07:15 2008-Apr-22,229.0,778657485,793988243,55067684,2014594,29.64,0,0,0
22:07:16 2008-Apr-22,229.0,778895239,795729256,55258794,2014566,29.28,0.94,7.55,1.89
22:07:17 2008-Apr-22,229.0,777252459,791679274,54934021,2010545,32.08,0,0,0
22:07:18 2008-Apr-22,229.0,774676257,793905301,55073796,2012846,28.90,16.83,198.02,8.32
22:07:19 2008-Apr-22,229.0,779872458,793909184,55111259,2017122,32.08,0,0,0
22:07:20 2008-Apr-22,228.0,768923433,786709967,54580214,1984089,29.55,0,0,0
22:07:21 2008-Apr-22,228.0,778497144,794819374,55152155,2009995,30.57,1.02,8.16,1.63
22:07:22 2008-Apr-22,227.5,785325996,789845274,54858109,1997150,29.46,0,0,0
22:07:23 2008-Apr-22,227.0,780729007,784185771,54421978,1980759,30.65,14.85,213.86,7.13
22:07:24 2008-Apr-22,229.0,773455278,784929406,54495532,1993547,29.46,0,0,0
22:07:25 2008-Apr-22,227.0,793152748,796178807,55284347,2005825,30.57,0,0,0
22:07:26 2008-Apr-22,227.0,792145941,798719007,55439275,2013003,28.48,4.9,39.22,3.92
22:07:27 2008-Apr-22,228.0,780992121,783853216,54433707,1982954,30.35,0,0,0
22:07:28 2008-Apr-22,229.0,787440438,793725856,55087318,2003763,29.81,16.16,169.7,9.7
22:07:29 2008-Apr-22,227.0,782574889,783435640,54414732,1984259,30.26,0,0,0
22:07:30 2008-Apr-22,228.0,789730753,793217477,55094387,1997001,29.73,0,0,0
22:07:31 2008-Apr-22,228.0,789628082,793209629,55074702,2003392,30.26,1.96,15.69,3.14
22:07:32 2008-Apr-22,228.0,785992847,789115009,54777785,2000201,30.26,0,0,0
22:07:33 2008-Apr-22,228.0,796293937,797842599,55402253,2019035,29.64,13.27,155.1,7.76
22:07:34 2008-Apr-22,228.0,790087978,793236133,55066702,2010317,30.26,0,0,0
22:07:35 2008-Apr-22,226.0,780767712,783924868,54417795,1973346,29.63,0,0,0
22:07:36 2008-Apr-22,228.0,791255304,793205714,55089153,2006668,30.26,1.9,15.24,2.67
22:07:37 2008-Apr-22,226.0,786581476,790079432,54854619,2007014,30.28,0,0,0
22:07:38 2008-Apr-22,228.0,788649150,797488635,55344229,2018947,29.83,12.87,134.65,7.52
22:07:39 2008-Apr-22,227.0,784212425,790208359,54894290,2003252,30.10,0,0,0
22:07:40 2008-Apr-22,228.0,777788724,787006387,54609590,1984870,29.37,0,0,0
22:07:41 2008-Apr-22,228.0,794921795,803091812,55752075,2027221,29.46,17.48,139.81,8.93
22:07:42 2008-Apr-22,228.0,786557463,793973274,55095637,2012951,29.92,0,0,0
22:07:43 2008-Apr-22,228.0,777325231,784347017,54414046,1981178,31.10,12.62,147.57,6.99
22:07:44 2008-Apr-22,229.0,794989320,803053297,55757792,2030004,31.60,0,0,0
22:07:45 2008-Apr-22,229.0,777747618,793774153,55081413,2001554,29.46,0,0,0
22:07:46 2008-Apr-22,228.0,770032476,784223121,54419276,1979102,31.19,8.57,68.57,4.57
22:07:47 2008-Apr-22,228.0,779216009,795008760,55147293,2027823,30.91,0,0,0
22:07:48 2008-Apr-22,228.0,774727246,795302244,55009135,2053936,30.10,21.57,274.51,7.84
22:07:49 2008-Apr-22,229.0,769116670,785795922,54530436,2001155,29.73,0,0,0
22:07:50 2008-Apr-22,228.0,777644527,793799429,55099212,2008001,30.47,0,0,0
22:07:51 2008-Apr-22,229.0,780396312,783824036,54410865,1987449,29.73,1,8,2.4
22:07:52 2008-Apr-22,228.0,779396099,784103563,54437928,1990131,30.26,0,0,0
22:07:53 2008-Apr-22,227.0,783386082,784002842,54442848,1989601,29.81,13.13,137.37,8.08
22:07:54 2008-Apr-22,227.0,806105516,812442484,56411708,2056427,28.80,0,0,0
22:07:55 2008-Apr-22,228.0,781867127,783795447,54436857,1981060,30.00,0,0,0
22:07:56 2008-Apr-22,229.0,776693222,794260247,55111796,2008666,29.82,0.96,7.69,1.54
22:07:57 2008-Apr-22,229.0,768606642,783818418,54401602,1995707,29.54,0,0,0
22:07:58 2008-Apr-22,227.0,792014030,800327355,55561204,2025437,29.46,13.59,147.57,7.38
22:07:59 2008-Apr-22,228.0,773081412,781484692,54225506,1982364,32.25,0,0,0
22:08:00 2008-Apr-22,229.0,846004478,906647093,55334155,2375836,30.10,0,0,0
22:08:01 2008-Apr-22,229.0,771589658,790714919,54872048,2001142,28.90,3.74,29.91,3.36
22:08:02 2008-Apr-22,229.0,784687813,803912326,55758893,2038569,29.83,0,0,0
22:08:03 2008-Apr-22,228.0,764546286,784046622,54422857,1982743,31.33,14.95,157.01,8.6
22:08:04 2008-Apr-22,230.0,775332902,794110022,55100246,2012564,28.81,0,0,0
22:08:05 2008-Apr-22,228.0,783589711,803551680,55737457,2031311,31.43,0,0,0
22:08:06 2008-Apr-22,228.0,768352779,788205270,54675798,1987491,28.90,0.99,7.92,2.38
22:08:07 2008-Apr-22,228.0,772709980,790341191,54840519,2009237,30.63,0,0,0
22:08:08 2008-Apr-22,229.0,783316174,802856191,55689509,2030310,30.81,13.86,150.5,7.13
22:08:09 2008-Apr-22,229.0,837640537,897614082,54713417,2360848,30.26,0,0,0
22:08:10 2008-Apr-22,227.0,780328067,788625767,54745988,1993188,29.31,0,0,0
22:08:11 2008-Apr-22,229.0,783991588,803034879,55717549,2032740,30.44,2,16,3.2
22:08:12 2008-Apr-22,228.0,786948289,794072220,55100976,2013725,29.46,0,0,0
22:08:13 2008-Apr-22,229.0,771506724,790107941,54815339,2004253,30.20,12.62,132.04,7.77
22:08:14 2008-Apr-22,228.0,778640864,797947877,55356053,2026373,30.54,0,0,0
22:08:15 2008-Apr-22,229.0,775769629,794238945,55093449,2006789,30.98,0,0,0
22:08:16 2008-Apr-22,228.0,769384685,780696743,54180172,1975316,30.10,2.97,23.76,4.36
22:08:17 2008-Apr-22,227.0,788722652,797051259,55332748,2036530,30.62,0,0,0
22:08:18 2008-Apr-22,227.0,781054745,789632787,54781737,1998584,30.37,21.78,277.23,8.32
22:08:19 2008-Apr-22,228.0,773858595,779879907,54123552,1989056,32.32,0,0,0
22:08:20 2008-Apr-22,229.0,842527964,902685091,55070709,2347431,30.57,0,0,0
22:08:21 2008-Apr-22,228.0,790038670,794206832,55134894,2007778,29.37,9.52,76.19,5.71
22:08:22 2008-Apr-22,227.0,772701049,790936263,54870622,2009259,29.92,0,0,0
22:08:23 2008-Apr-22,229.0,768125776,786905999,54577072,1992286,30.63,12.5,130.77,7.69
22:08:24 2008-Apr-22,228.0,785881194,803399659,55758751,2039969,29.36,0,0,0
22:08:25 2008-Apr-22,228.0,783892886,793931024,55080708,2007384,30.07,0,0,0
22:08:26 2008-Apr-22,227.0,770747263,777065439,53950524,1965247,30.35,8.82,70.59,4.71
22:08:27 2008-Apr-22,228.0,788191321,790882197,54905847,2006284,29.64,0,0,0
22:08:28 2008-Apr-22,227.0,774637773,783677861,54395557,1979978,29.45,13.86,150.5,7.52
22:08:29 2008-Apr-22,228.0,776748617,792609518,55001661,2012256,30.63,0,0,0
22:08:30 2008-Apr-22,228.0,766754879,785506068,54494378,1987235,30.81,0,0,0
22:08:31 2008-Apr-22,229.0,778221989,796892253,55274296,2016932,29.83,0.99,7.92,2.38
22:08:32 2008-Apr-22,228.0,773245623,781371411,54233636,1980428,30.00,0,0,0
22:08:33 2008-Apr-22,229.0,775972796,794312752,55107554,2016020,30.81,12.75,133.33,7.45
22:08:34 2008-Apr-22,229.0,777259536,794355652,55087800,2021625,30.06,0,0,0
22:08:35 2008-Apr-22,228.0,775839931,794241955,55105614,2007203,29.14,0,0,0
22:08:36 2008-Apr-22,229.0,783004115,798682866,55431981,2019259,31.16,3.81,30.48,2.67
22:08:37 2008-Apr-22,228.0,777396093,788904464,54763652,2021491,31.33,0,0,0
22:08:38 2008-Apr-22,228.0,789987531,793502098,55092597,2001416,29.63,6,48,2.8
22:08:39 2008-Apr-22,226.0,800467558,803086557,55750993,2040063,31.25,10.89,134.65,5.94
22:08:40 2008-Apr-22,228.0,780439079,783947122,54398594,1976224,30.10,0,0,0
22:08:41 2008-Apr-22,228.0,782200691,788391856,54745697,1992322,28.99,0.98,7.84,1.96
22:08:42 2008-Apr-22,228.0,779084736,798855712,55421067,2022865,29.46,0,0,0
22:08:43 2008-Apr-22,228.0,765212602,784435557,54426738,1980862,31.00,0,0,0
22:08:44 2008-Apr-22,228.0,776095181,794427872,55103495,2008668,28.90,11.54,130.77,7.69
22:08:45 2008-Apr-22,229.0,783219896,803334128,55725383,2030781,29.73,0,0,0
22:08:46 2008-Apr-22,229.0,764554070,784251748,54405402,1976811,30.62,0.94,7.55,2.26
22:08:47 2008-Apr-22,228.0,775187511,794213940,55094036,2011734,31.17,0,0,0
22:08:48 2008-Apr-22,228.0,784558799,797020956,55096619,2045934,29.46,0,0,0
22:08:49 2008-Apr-22,228.0,780255726,786391557,54586839,1990478,30.20,14.56,264.08,7.77
22:08:50 2008-Apr-22,227.0,775355561,781706063,54250301,1972373,29.26,0,0,0
22:08:51 2008-Apr-22,229.0,776087375,794137158,55097346,2012767,30.44,10.58,84.62,6.15
22:08:52 2008-Apr-22,228.0,776620064,794291042,55111171,2024946,29.54,0,0,0
22:08:53 2008-Apr-22,229.0,778068756,793817077,55087488,2013399,29.73,0,0,0
22:08:54 2008-Apr-22,227.0,780980304,783992224,54419024,1991200,29.46,12,152,7.6
22:08:55 2008-Apr-22,228.0,788307200,793427628,55081060,2000661,30.47,0,0,0
22:08:56 2008-Apr-22,228.0,786361207,793845105,55078704,2005179,29.46,1.98,15.84,1.98
22:08:57 2008-Apr-22,228.0,779428916,783784052,54424193,1996358,31.09,0,0,0
22:08:58 2008-Apr-22,227.0,793917547,802632372,55708246,2028318,29.37,0,0,0
22:08:59 2008-Apr-22,226.0,778587101,785290127,54485052,1995874,30.06,11.88,134.65,7.92
22:09:00 2008-Apr-22,228.0,784821557,793202020,55068985,2004962,30.20,0,0,0
22:09:01 2008-Apr-22,228.0,785358764,793960469,55079336,2005343,30.98,9.9,79.21,5.94
22:09:02 2008-Apr-22,226.0,789061831,793320224,55075104,2011080,29.73,0,0,0
22:09:03 2008-Apr-22,226.5,778246429,784310288,54434475,1978791,33.61,0,0,0
22:09:04 2008-Apr-22,227.0,838434669,897610562,54707914,2359536,28.70,11.76,149.02,7.84
22:09:05 2008-Apr-22,228.0,786077405,794184090,55077880,2011531,31.15,0,0,0
22:09:06 2008-Apr-22,228.0,776606225,793611092,55085857,2001604,28.55,9.28,74.23,4.95
22:09:07 2008-Apr-22,229.0,768210367,785447836,54526614,1995905,30.63,0,0,0
22:09:08 2008-Apr-22,227.0,782512280,801712371,55619761,2022705,28.90,0,0,0
22:09:09 2008-Apr-22,229.0,766925529,784696378,54450863,1986669,31.52,11.76,133.33,7.45
22:09:10 2008-Apr-22,228.0,779810230,793731325,55065008,2014579,28.43,0,0,0
22:09:11 2008-Apr-22,228.0,785703496,793803769,55093684,2010626,30.57,4,32,3.2
22:09:12 2008-Apr-22,228.0,778265219,784116586,54436382,1996075,29.47,0,0,0
22:09:13 2008-Apr-22,227.0,768726614,784982608,54435380,1996615,33.05,0,0,0
22:09:14 2008-Apr-22,230.0,833186405,901656012,54987202,2380056,29.82,23.3,302.91,8.93
22:09:15 2008-Apr-22,227.0,787029036,796861948,55311032,2026511,29.64,0,0,0
22:09:16 2008-Apr-22,228.0,784247857,790452137,54859372,1996839,30.47,1.03,8.25,2.06
22:09:17 2008-Apr-22,228.0,782188191,784044505,54434938,1999130,29.55,0,0,0
22:09:18 2008-Apr-22,227.0,789244889,793413952,55074342,2006472,30.47,0,0,0
22:09:19 2008-Apr-22,227.0,780227140,783984130,54427823,1994160,29.54,12,136,7.6
22:09:20 2008-Apr-22,227.0,788836514,793212214,55077959,2004559,30.35,0,0,0
22:09:21 2008-Apr-22,228.0,769977742,774446687,53762845,1958716,29.46,0.99,7.92,1.98
22:09:22 2008-Apr-22,228.0,796186028,803321129,55733731,2035594,30.01,0,0,0
22:09:23 2008-Apr-22,228.0,786953119,793508151,55083535,2009444,30.62,0,0,0
22:09:24 2008-Apr-22,228,775741075,784039450,54404887,1982414,34.06,11.88,150.5,7.13
22:09:25 2008-Apr-22,228.0,842870013,904287251,55148664,2365369,31.24,0,0,0
22:09:26 2008-Apr-22,228.0,774006269,793763731,55077168,2002739,29.08,10.28,82.24,6.36
22:09:27 2008-Apr-22,229.0,776282153,793921107,55091129,2027072,30.06,0,0,0
22:09:28 2008-Apr-22,228.0,774926698,794063662,55074309,2003161,29.54,0,0,0
22:09:29 2008-Apr-22,228.0,776902353,784100762,54423168,1990708,30.00,11.43,129.52,6.86
22:09:30 2008-Apr-22,228.0,784909240,803581401,55750418,2034861,29.73,0,0,0
22:09:31 2008-Apr-22,228.0,767096047,785115497,54438182,1990726,30.20,0.93,7.48,2.24
22:09:32 2008-Apr-22,229.0,776720334,793307782,55085362,2016117,29.64,0,0,0
22:09:33 2008-Apr-22,227.0,783167669,793864074,55100970,2016883,30.47,0,0,0
22:09:34 2008-Apr-22,229.0,779890682,783835994,54403310,1985153,29.54,11.11,140.74,6.3
22:09:35 2008-Apr-22,227.0,780678801,784048197,54425430,1980736,31.38,0,0,0
22:09:36 2008-Apr-22,228.0,785492999,789185421,54785557,1993692,29.46,1.87,14.95,1.87
22:09:37 2008-Apr-22,227.0,785543618,788259970,54709730,2000180,30.47,0,0,0
22:09:38 2008-Apr-22,228.0,779900576,783751551,54404411,1980299,27.60,0,0,0
22:09:39 2008-Apr-22,226.0,753549862,755390986,52447141,1910230,29.72,11.01,124.77,5.87
22:09:40 2008-Apr-22,227.0,773223678,774082466,53732777,1949392,29.46,0,0,0
22:09:41 2008-Apr-22,227.0,773277029,773835255,53745268,1951587,30.58,9.35,74.77,4.86
22:09:42 2008-Apr-22,227.0,743380206,745679321,51766091,1889208,20.41,0,0,0
22:09:43 2008-Apr-22,227.0,774141894,793177881,55056307,2004641,21.41,0,0,0
22:09:44 2008-Apr-22,227.0,777118505,797040530,55336208,2011836,27.79,19.42,271.84,6.6
22:09:45 2008-Apr-22,229.0,753454631,759395104,52718222,1918048,22.90,0,0,0
22:09:46 2008-Apr-22,229.0,757369001,775773335,53867996,1956532,20.44,12.5,100,7.31
22:09:47 2008-Apr-22,228.0,784227999,803148458,55763929,2038816,20.70,0,0,0
22:09:48 2008-Apr-22,227.0,758500137,777460294,53765219,1999021,22.37,0,0,0
22:09:49 2008-Apr-22,230.0,784129200,803404778,55763295,2035457,18.36,15,168,8.8
22:09:50 2008-Apr-22,229.0,772809104,793002932,55075496,2003128,20.81,0,0,0
22:09:51 2008-Apr-22,228.0,764906979,784042342,54405368,1985536,19.71,8.57,68.57,4.57
22:09:52 2008-Apr-22,229.0,783735269,802831860,55748049,2038708,20.97,0,0,0
22:09:53 2008-Apr-22,229.0,774631697,793727995,55106119,2010005,21.18,0,0,0
22:09:54 2008-Apr-22,228.0,756038655,774421936,53741862,1955140,29.71,11.43,144.76,6.86
22:09:55 2008-Apr-22,228.0,771743710,774134806,53762874,1962305,29.72,0,0,0
22:09:56 2008-Apr-22,226.0,743641270,745621064,51761274,1882328,31.44,0.92,7.34,1.83
22:09:57 2008-Apr-22,227.0,761667556,764688031,53092404,1941449,28.52,0,0,0
22:09:58 2008-Apr-22,227.0,755446173,760715191,52818141,1916902,29.81,0,0,0
22:09:59 2008-Apr-22,227.0,747039210,749710533,52043421,1893391,30.46,12.04,140.74,6.67
22:10:00 2008-Apr-22,227.0,772074938,774177179,53740658,1956922,30.58,0,0,0
22:10:01 2008-Apr-22,228.0,769386701,770555158,53522799,1942931,28.89,10.68,85.44,6.6
22:10:02 2008-Apr-22,227.0,747820919,749232448,51999525,1897503,30.48,0,0,0
22:10:03 2008-Apr-22,226.0,769688105,770929700,53528053,1942524,30.29,0,0,0
22:10:04 2008-Apr-22,226.0,745801275,748480486,51972562,1883137,28.76,12.15,127.1,6.73
22:10:05 2008-Apr-22,227.0,755487653,757180282,52558681,1922392,31.55,0,0,0
22:10:06 2008-Apr-22,227.0,760116944,762645869,52945461,1919916,29.73,0.95,7.62,2.29
22:10:07 2008-Apr-22,226.0,764155792,764542666,53091234,1936372,29.62,0,0,0
22:10:08 2008-Apr-22,226.0,751483382,755114911,52405271,1898430,29.72,0,0,0
22:10:09 2008-Apr-22,226.0,799227951,852851549,51613127,2229985,32.25,12.75,149.02,7.06
22:10:10 2008-Apr-22,227.0,772796057,781056322,54230710,1995974,25.75,0,0,0
22:10:11 2008-Apr-22,227.0,789139980,793217901,55077909,2014989,30.44,1.01,8.08,2.42
22:10:12 2008-Apr-22,228.0,787574731,793841117,55090323,2012134,29.35,0,0,0
22:10:13 2008-Apr-22,227.0,786695638,793322465,55076800,2011176,30.35,0,0,0
22:10:14 2008-Apr-22,228.0,776366567,784097616,54408395,1981391,29.64,15.84,261.39,7.13
22:10:15 2008-Apr-22,227.0,795946112,803330495,55766388,2042515,30.28,0,0,0
22:10:16 2008-Apr-22,228.0,777835155,787119459,54598126,1991209,29.64,1.01,8.08,2.02
22:10:17 2008-Apr-22,227.0,782953835,791312951,54920171,2014328,30.26,0,0,0
22:10:18 2008-Apr-22,228.0,793920184,802116835,55691422,2025571,29.26,0,0,0
22:10:19 2008-Apr-22,228.0,785579093,794473128,55122686,2006435,33.23,3.85,38.46,1.15
22:10:20 2008-Apr-22,229.0,827154144,892438569,54347520,2347896,29.64,9.62,115.38,5.77
22:10:21 2008-Apr-22,229.0,784270759,803017759,55702822,2036254,31.08,4.85,38.83,3.5
22:10:22 2008-Apr-22,229.0,775625109,794516955,55097579,2015428,28.94,0,0,0
22:10:23 2008-Apr-22,229.0,765416798,785318542,54484948,1985129,30.51,0,0,0
22:10:24 2008-Apr-22,227.0,791516036,802015081,55654330,2025474,30.29,0,0,0
22:10:25 2008-Apr-22,228.0,778001581,784999254,54459700,1997757,29.55,16,168,8
22:10:26 2008-Apr-22,229.0,774838140,793785325,55077612,2010190,30.01,9.8,78.43,5.49
22:10:27 2008-Apr-22,229.0,780103912,798626962,55444942,2033069,29.82,0,0,0
22:10:28 2008-Apr-22,228.0,771141480,790843053,54860076,1996483,30.17,0,0,0
22:10:29 2008-Apr-22,228.0,772869928,792198845,54950817,2006838,29.73,0,0,0
22:10:30 2008-Apr-22,227.0,787928481,795857845,55239286,2016567,32.72,12.12,153.54,7.27
22:10:31 2008-Apr-22,229.0,840346836,901802812,54992221,2353501,29.03,8.74,69.9,5.05
22:10:32 2008-Apr-22,228.0,784888589,793757314,55079247,2026987,29.64,0,0,0
22:10:33 2008-Apr-22,227.0,796097991,803308403,55762423,2036772,30.19,0,0,0
22:10:34 2008-Apr-22,228.0,784287222,793609984,55071435,2009095,30.36,0,0,0
22:10:35 2008-Apr-22,228.0,766368570,784655183,54435086,1985688,29.91,12.62,132.04,6.99
22:10:36 2008-Apr-22,229.0,776879905,794287157,55097067,2018801,29.64,10.78,86.27,6.27
22:10:37 2008-Apr-22,228.0,780841523,798094564,55375717,2037705,30.19,0,0,0
22:10:38 2008-Apr-22,228.0,784046581,790326425,54839633,2009705,29.55,0,0,0
22:10:39 2008-Apr-22,228.0,787125226,788418885,54752796,2019320,30.28,0,0,0
22:10:40 2008-Apr-22,228.0,785541424,789526282,54803030,2001281,31.48,21.36,271.84,6.99
22:10:41 2008-Apr-22,227.0,792993900,789923859,54857520,2033205,29.45,0.93,7.41,1.85
22:10:42 2008-Apr-22,227.0,759436088,759037772,52700777,1938041,22.84,0,0,0
22:10:43 2008-Apr-22,229.0,770567302,786099338,54555725,1996294,23.00,0,0,0
22:10:44 2008-Apr-22,227.0,775864651,792327982,55024800,2020879,21.78,0,0,0
22:10:45 2008-Apr-22,228.0,769666588,784872508,54486250,1988540,31.40,12.38,129.52,6.86
22:10:46 2008-Apr-22,227.0,742617846,745563167,51755360,1885001,30.66,0.95,7.62,2.29
22:10:47 2008-Apr-22,227.0,772092653,774206170,53773525,1961172,28.95,0,0,0
22:10:48 2008-Apr-22,227.0,746015677,750551645,51878859,1937496,30.75,0,0,0
22:10:49 2008-Apr-22,226.0,760933331,763126919,52979813,1934616,29.72,0,0,0
22:10:50 2008-Apr-22,227.0,744282430,745877564,51788941,1892388,32.43,13.33,144.76,6.86
22:10:51 2008-Apr-22,226.0,752918485,755347993,52444176,1920714,28.86,0.93,7.48,2.24
22:10:52 2008-Apr-22,227.0,743285997,746414316,51818308,1890996,30.47,0,0,0
22:10:53 2008-Apr-22,227.0,770115671,771844369,53602739,1953234,29.63,0,0,0
22:10:54 2008-Apr-22,228.0,758087979,759067229,52702124,1917892,29.72,0,0,0
22:10:55 2008-Apr-22,226.0,751638408,752565456,52255759,1904741,29.90,13.59,147.57,6.99
22:10:56 2008-Apr-22,227.0,754845868,755274580,52465402,1922014,30.06,3.67,29.36,2.57
22:10:57 2008-Apr-22,227.0,783579809,784185409,54439623,2003578,30.17,0,0,0
22:10:58 2008-Apr-22,227.0,798671054,802052965,55675519,2031360,30.72,0,0,0
22:10:59 2008-Apr-22,228.0,775458913,775306237,53841690,1964853,29.28,0,0,0
22:11:00 2008-Apr-22,228,789509416,803147233,55734947,2025936,30.16,15.69,164.71,7.84
22:11:01 2008-Apr-22,228.0,777266875,784658085,54455596,1995215,30.26,1.96,15.69,2.35
22:11:02 2008-Apr-22,229.0,776006744,794161859,55079342,2016670,30.01,0,0,0
22:11:03 2008-Apr-22,228.0,786001038,793064914,55068857,2002075,30.00,0,0,0
22:11:04 2008-Apr-22,228.0,775673679,793907584,55093280,2003560,28.83,0,0,0
22:11:05 2008-Apr-22,227.0,767647626,785397570,54485485,1988787,31.54,14,152,7.2
22:11:06 2008-Apr-22,229.0,776288323,792892231,55016135,2006400,30.26,9.43,75.47,5.66
22:11:07 2008-Apr-22,229.0,778913725,794587335,55120370,2018293,29.92,0,0,0
22:11:08 2008-Apr-22,228.0,774620493,792718681,55047856,1994148,30.11,0,0,0
22:11:09 2008-Apr-22,228.0,787365903,793369646,55089841,2011193,29.32,0,0,0
22:11:10 2008-Apr-22,228.0,767065663,775076308,53765263,1959789,30.59,20.79,261.39,6.73
22:11:11 2008-Apr-22,229.0,797124897,802829531,55744465,2042619,30.53,22.33,178.64,10.49
22:11:12 2008-Apr-22,227.0,783532605,789450308,54796507,2020300,30.92,0,0,0
22:11:13 2008-Apr-22,228.0,774129182,792099708,54951156,2015410,30.90,0,0,0
22:11:14 2008-Apr-22,228.0,828140309,898531552,54744376,2364900,30.10,0,0,0
22:11:15 2008-Apr-22,229.0,784577530,800749239,55569412,2037248,29.74,13.73,149.02,7.06
22:11:16 2008-Apr-22,228.0,765746174,782395659,54267739,1999585,35.58,8.74,69.9,5.44
22:11:17 2008-Apr-22,229.0,790070373,806914842,55986815,2068311,29.64,0,0,0
22:11:18 2008-Apr-22,229.0,785758232,803515731,55748275,2039512,30.72,0,0,0
22:11:19 2008-Apr-22,228.0,759226268,774686729,53766863,1968529,29.26,0,0,0
22:11:20 2008-Apr-22,229.0,780902424,798058030,55366080,2019376,30.26,12.75,133.33,6.67
22:11:21 2008-Apr-22,228.0,774321194,780042350,54167429,1986243,28.61,0.99,7.92,1.98
22:11:22 2008-Apr-22,229.0,793730149,803234500,55730326,2029768,30.10,0,0,0
22:11:23 2008-Apr-22,228.0,774918419,784085632,54415650,1979598,30.36,0,0,0
22:11:24 2008-Apr-22,228.0,765648867,784281448,54416088,1978797,31.58,0,0,0
22:11:25 2008-Apr-22,228.0,775337864,794243937,55084571,2006644,34.60,14,152,7.2
22:11:26 2008-Apr-22,230.0,833235905,900998201,54954340,2366879,29.47,0.95,7.62,1.9
22:11:27 2008-Apr-22,229.0,776316588,794039875,55100409,2015859,31.43,0,0,0
22:11:28 2008-Apr-22,228.0,765862036,784163949,54398304,1980169,28.25,0,0,0
22:11:29 2008-Apr-22,228.0,772425933,790697822,54844899,1996081,30.72,0,0,0
22:11:30 2008-Apr-22,228.0,773520734,792056639,54944617,2002242,29.91,12.5,130.77,6.54
22:11:31 2008-Apr-22,230.0,781393771,799357661,55479547,2039504,30.72,3.77,30.19,2.26
22:11:32 2008-Apr-22,228.0,784087969,802846654,55717439,2042208,30.82,0,0,0
22:11:33 2008-Apr-22,228.0,758581714,776243337,53836022,1970633,29.27,0,0,0
22:11:34 2008-Apr-22,229.0,782729271,803161937,55725000,2031518,31.06,0,0,0
22:11:35 2008-Apr-22,229.0,768156887,774846307,53754174,1955418,28.43,0,0,0
22:11:36 2008-Apr-22,227.0,796935120,803442176,55764102,2046029,32.58,17.82,190.1,10.3
